chave_primaria,grape_synonym,grape_country,vinho,chave_estrangeira,origem,tipo,estilo
Chardonnay,"Arboisier, Arnaison blanc, Arnoison, Aubain, Aubaine, Auvergnat blanc, Auvernas, Auvernas blanc, Auvernat blanc, Auxeras, Auxerras blanc, Auxerrois blanc, Auxois, Auxois blanc, Bargeois blanc, Beaunois, Biela Klevanjika, Blanc de Champagne, Blanc de Cramant, Breisgauer Suessling, Breisgauer Sussling, Burgundi Feher, Chablis, Chardenai, Chardenay, Chardenet, Chardennet, Chardonay, Chardonnet, Chatenait, Chatey Petit, Chatte, Chaudenay, Chaudenet, Chaudent, Clävner, Clevner Weiss, Cravner, Epinette, Epinette blanc, Epinette blanche, Epinette de Champagne, Ericey blanc, Feher Chardonnay, Feherburgundi, Feinburgunder, Gamay blanc, Gelber Weissburgunder, Gentil blanc, Grosse Bourgogne, Klawner, Klevanjka Biela, Klevner, Lisant, Luisant, Luizannais, Luizant, Luzannois, Maconnais, Maurillon blanc, Melon blanc, Melon D'Arbois, Meroué,[5] Moreau blanc, Morillon blanc, Moulon, Noirien blanc, Obaideh, Petit Chatey, Petit Sainte-Marie, Petite Sainte Marie, Pineau blanc, Pino Sardone, Pino Shardone, Pinot Blanc à Cramant, Pinot Blanc Chardonnay, Pinot Chardonnay, Pinot de Bourgogne, Pinot Giallo, Pinot Planc, Plant de Tonnerre, Romere, Romeret, Rouci Bile, Rousseau, Roussot, Ruländer Weiß, Sainte Marie Petite, Sardone, Shardone, Shardonne, Später Weiß Burgunder, Weiß Burgunder (normally refers to Pinot blanc), Weiß Clevner, Weiß Edler, Weiß Elder, Weiß Klewner, Weiß Silber, Weißedler, Weißer Clevner, Weißer Rulander.",France,"Domaine Begude 'Arcturus' Organic Wild Ferment Chardonnay 2019/20, Limoux",Chardonnay,France,White,Rich & Toasty
Chardonnay,"Arboisier, Arnaison blanc, Arnoison, Aubain, Aubaine, Auvergnat blanc, Auvernas, Auvernas blanc, Auvernat blanc, Auxeras, Auxerras blanc, Auxerrois blanc, Auxois, Auxois blanc, Bargeois blanc, Beaunois, Biela Klevanjika, Blanc de Champagne, Blanc de Cramant, Breisgauer Suessling, Breisgauer Sussling, Burgundi Feher, Chablis, Chardenai, Chardenay, Chardenet, Chardennet, Chardonay, Chardonnet, Chatenait, Chatey Petit, Chatte, Chaudenay, Chaudenet, Chaudent, Clävner, Clevner Weiss, Cravner, Epinette, Epinette blanc, Epinette blanche, Epinette de Champagne, Ericey blanc, Feher Chardonnay, Feherburgundi, Feinburgunder, Gamay blanc, Gelber Weissburgunder, Gentil blanc, Grosse Bourgogne, Klawner, Klevanjka Biela, Klevner, Lisant, Luisant, Luizannais, Luizant, Luzannois, Maconnais, Maurillon blanc, Melon blanc, Melon D'Arbois, Meroué,[5] Moreau blanc, Morillon blanc, Moulon, Noirien blanc, Obaideh, Petit Chatey, Petit Sainte-Marie, Petite Sainte Marie, Pineau blanc, Pino Sardone, Pino Shardone, Pinot Blanc à Cramant, Pinot Blanc Chardonnay, Pinot Chardonnay, Pinot de Bourgogne, Pinot Giallo, Pinot Planc, Plant de Tonnerre, Romere, Romeret, Rouci Bile, Rousseau, Roussot, Ruländer Weiß, Sainte Marie Petite, Sardone, Shardone, Shardonne, Später Weiß Burgunder, Weiß Burgunder (normally refers to Pinot blanc), Weiß Clevner, Weiß Edler, Weiß Elder, Weiß Klewner, Weiß Silber, Weißedler, Weißer Clevner, Weißer Rulander.",France,Veuve Clicquot Brut Champagne Magnum,Chardonnay,France,White,Rich & Toasty
Chardonnay,"Arboisier, Arnaison blanc, Arnoison, Aubain, Aubaine, Auvergnat blanc, Auvernas, Auvernas blanc, Auvernat blanc, Auxeras, Auxerras blanc, Auxerrois blanc, Auxois, Auxois blanc, Bargeois blanc, Beaunois, Biela Klevanjika, Blanc de Champagne, Blanc de Cramant, Breisgauer Suessling, Breisgauer Sussling, Burgundi Feher, Chablis, Chardenai, Chardenay, Chardenet, Chardennet, Chardonay, Chardonnet, Chatenait, Chatey Petit, Chatte, Chaudenay, Chaudenet, Chaudent, Clävner, Clevner Weiss, Cravner, Epinette, Epinette blanc, Epinette blanche, Epinette de Champagne, Ericey blanc, Feher Chardonnay, Feherburgundi, Feinburgunder, Gamay blanc, Gelber Weissburgunder, Gentil blanc, Grosse Bourgogne, Klawner, Klevanjka Biela, Klevner, Lisant, Luisant, Luizannais, Luizant, Luzannois, Maconnais, Maurillon blanc, Melon blanc, Melon D'Arbois, Meroué,[5] Moreau blanc, Morillon blanc, Moulon, Noirien blanc, Obaideh, Petit Chatey, Petit Sainte-Marie, Petite Sainte Marie, Pineau blanc, Pino Sardone, Pino Shardone, Pinot Blanc à Cramant, Pinot Blanc Chardonnay, Pinot Chardonnay, Pinot de Bourgogne, Pinot Giallo, Pinot Planc, Plant de Tonnerre, Romere, Romeret, Rouci Bile, Rousseau, Roussot, Ruländer Weiß, Sainte Marie Petite, Sardone, Shardone, Shardonne, Später Weiß Burgunder, Weiß Burgunder (normally refers to Pinot blanc), Weiß Clevner, Weiß Edler, Weiß Elder, Weiß Klewner, Weiß Silber, Weißedler, Weißer Clevner, Weißer Rulander.",France,Yellow Tail Chardonnay 2021/22,Chardonnay,Australia,White,Rich & Toasty
Chardonnay,"Arboisier, Arnaison blanc, Arnoison, Aubain, Aubaine, Auvergnat blanc, Auvernas, Auvernas blanc, Auvernat blanc, Auxeras, Auxerras blanc, Auxerrois blanc, Auxois, Auxois blanc, Bargeois blanc, Beaunois, Biela Klevanjika, Blanc de Champagne, Blanc de Cramant, Breisgauer Suessling, Breisgauer Sussling, Burgundi Feher, Chablis, Chardenai, Chardenay, Chardenet, Chardennet, Chardonay, Chardonnet, Chatenait, Chatey Petit, Chatte, Chaudenay, Chaudenet, Chaudent, Clävner, Clevner Weiss, Cravner, Epinette, Epinette blanc, Epinette blanche, Epinette de Champagne, Ericey blanc, Feher Chardonnay, Feherburgundi, Feinburgunder, Gamay blanc, Gelber Weissburgunder, Gentil blanc, Grosse Bourgogne, Klawner, Klevanjka Biela, Klevner, Lisant, Luisant, Luizannais, Luizant, Luzannois, Maconnais, Maurillon blanc, Melon blanc, Melon D'Arbois, Meroué,[5] Moreau blanc, Morillon blanc, Moulon, Noirien blanc, Obaideh, Petit Chatey, Petit Sainte-Marie, Petite Sainte Marie, Pineau blanc, Pino Sardone, Pino Shardone, Pinot Blanc à Cramant, Pinot Blanc Chardonnay, Pinot Chardonnay, Pinot de Bourgogne, Pinot Giallo, Pinot Planc, Plant de Tonnerre, Romere, Romeret, Rouci Bile, Rousseau, Roussot, Ruländer Weiß, Sainte Marie Petite, Sardone, Shardone, Shardonne, Später Weiß Burgunder, Weiß Burgunder (normally refers to Pinot blanc), Weiß Clevner, Weiß Edler, Weiß Elder, Weiß Klewner, Weiß Silber, Weißedler, Weißer Clevner, Weißer Rulander.",France,Famille Roux Saint-Aubin Premier Cru 2018/19,Chardonnay,France,White,Rich & Toasty
Chardonnay,"Arboisier, Arnaison blanc, Arnoison, Aubain, Aubaine, Auvergnat blanc, Auvernas, Auvernas blanc, Auvernat blanc, Auxeras, Auxerras blanc, Auxerrois blanc, Auxois, Auxois blanc, Bargeois blanc, Beaunois, Biela Klevanjika, Blanc de Champagne, Blanc de Cramant, Breisgauer Suessling, Breisgauer Sussling, Burgundi Feher, Chablis, Chardenai, Chardenay, Chardenet, Chardennet, Chardonay, Chardonnet, Chatenait, Chatey Petit, Chatte, Chaudenay, Chaudenet, Chaudent, Clävner, Clevner Weiss, Cravner, Epinette, Epinette blanc, Epinette blanche, Epinette de Champagne, Ericey blanc, Feher Chardonnay, Feherburgundi, Feinburgunder, Gamay blanc, Gelber Weissburgunder, Gentil blanc, Grosse Bourgogne, Klawner, Klevanjka Biela, Klevner, Lisant, Luisant, Luizannais, Luizant, Luzannois, Maconnais, Maurillon blanc, Melon blanc, Melon D'Arbois, Meroué,[5] Moreau blanc, Morillon blanc, Moulon, Noirien blanc, Obaideh, Petit Chatey, Petit Sainte-Marie, Petite Sainte Marie, Pineau blanc, Pino Sardone, Pino Shardone, Pinot Blanc à Cramant, Pinot Blanc Chardonnay, Pinot Chardonnay, Pinot de Bourgogne, Pinot Giallo, Pinot Planc, Plant de Tonnerre, Romere, Romeret, Rouci Bile, Rousseau, Roussot, Ruländer Weiß, Sainte Marie Petite, Sardone, Shardone, Shardonne, Später Weiß Burgunder, Weiß Burgunder (normally refers to Pinot blanc), Weiß Clevner, Weiß Edler, Weiß Elder, Weiß Klewner, Weiß Silber, Weißedler, Weißer Clevner, Weißer Rulander.",France,Moët & Chandon 'Rosé Impérial' Champagne,Chardonnay,France,Rosé,Crisp & Fruity
Chardonnay,"Arboisier, Arnaison blanc, Arnoison, Aubain, Aubaine, Auvergnat blanc, Auvernas, Auvernas blanc, Auvernat blanc, Auxeras, Auxerras blanc, Auxerrois blanc, Auxois, Auxois blanc, Bargeois blanc, Beaunois, Biela Klevanjika, Blanc de Champagne, Blanc de Cramant, Breisgauer Suessling, Breisgauer Sussling, Burgundi Feher, Chablis, Chardenai, Chardenay, Chardenet, Chardennet, Chardonay, Chardonnet, Chatenait, Chatey Petit, Chatte, Chaudenay, Chaudenet, Chaudent, Clävner, Clevner Weiss, Cravner, Epinette, Epinette blanc, Epinette blanche, Epinette de Champagne, Ericey blanc, Feher Chardonnay, Feherburgundi, Feinburgunder, Gamay blanc, Gelber Weissburgunder, Gentil blanc, Grosse Bourgogne, Klawner, Klevanjka Biela, Klevner, Lisant, Luisant, Luizannais, Luizant, Luzannois, Maconnais, Maurillon blanc, Melon blanc, Melon D'Arbois, Meroué,[5] Moreau blanc, Morillon blanc, Moulon, Noirien blanc, Obaideh, Petit Chatey, Petit Sainte-Marie, Petite Sainte Marie, Pineau blanc, Pino Sardone, Pino Shardone, Pinot Blanc à Cramant, Pinot Blanc Chardonnay, Pinot Chardonnay, Pinot de Bourgogne, Pinot Giallo, Pinot Planc, Plant de Tonnerre, Romere, Romeret, Rouci Bile, Rousseau, Roussot, Ruländer Weiß, Sainte Marie Petite, Sardone, Shardone, Shardonne, Später Weiß Burgunder, Weiß Burgunder (normally refers to Pinot blanc), Weiß Clevner, Weiß Edler, Weiß Elder, Weiß Klewner, Weiß Silber, Weißedler, Weißer Clevner, Weißer Rulander.",France,Armand de Brignac Brut Champagne,Chardonnay,France,White,Rich & Toasty
Chardonnay,"Arboisier, Arnaison blanc, Arnoison, Aubain, Aubaine, Auvergnat blanc, Auvernas, Auvernas blanc, Auvernat blanc, Auxeras, Auxerras blanc, Auxerrois blanc, Auxois, Auxois blanc, Bargeois blanc, Beaunois, Biela Klevanjika, Blanc de Champagne, Blanc de Cramant, Breisgauer Suessling, Breisgauer Sussling, Burgundi Feher, Chablis, Chardenai, Chardenay, Chardenet, Chardennet, Chardonay, Chardonnet, Chatenait, Chatey Petit, Chatte, Chaudenay, Chaudenet, Chaudent, Clävner, Clevner Weiss, Cravner, Epinette, Epinette blanc, Epinette blanche, Epinette de Champagne, Ericey blanc, Feher Chardonnay, Feherburgundi, Feinburgunder, Gamay blanc, Gelber Weissburgunder, Gentil blanc, Grosse Bourgogne, Klawner, Klevanjka Biela, Klevner, Lisant, Luisant, Luizannais, Luizant, Luzannois, Maconnais, Maurillon blanc, Melon blanc, Melon D'Arbois, Meroué,[5] Moreau blanc, Morillon blanc, Moulon, Noirien blanc, Obaideh, Petit Chatey, Petit Sainte-Marie, Petite Sainte Marie, Pineau blanc, Pino Sardone, Pino Shardone, Pinot Blanc à Cramant, Pinot Blanc Chardonnay, Pinot Chardonnay, Pinot de Bourgogne, Pinot Giallo, Pinot Planc, Plant de Tonnerre, Romere, Romeret, Rouci Bile, Rousseau, Roussot, Ruländer Weiß, Sainte Marie Petite, Sardone, Shardone, Shardonne, Später Weiß Burgunder, Weiß Burgunder (normally refers to Pinot blanc), Weiß Clevner, Weiß Edler, Weiß Elder, Weiß Klewner, Weiß Silber, Weißedler, Weißer Clevner, Weißer Rulander.",France,Laborde au Château Chablis 2020,Chardonnay,France,White,Fresh & Elegant
Chardonnay,"Arboisier, Arnaison blanc, Arnoison, Aubain, Aubaine, Auvergnat blanc, Auvernas, Auvernas blanc, Auvernat blanc, Auxeras, Auxerras blanc, Auxerrois blanc, Auxois, Auxois blanc, Bargeois blanc, Beaunois, Biela Klevanjika, Blanc de Champagne, Blanc de Cramant, Breisgauer Suessling, Breisgauer Sussling, Burgundi Feher, Chablis, Chardenai, Chardenay, Chardenet, Chardennet, Chardonay, Chardonnet, Chatenait, Chatey Petit, Chatte, Chaudenay, Chaudenet, Chaudent, Clävner, Clevner Weiss, Cravner, Epinette, Epinette blanc, Epinette blanche, Epinette de Champagne, Ericey blanc, Feher Chardonnay, Feherburgundi, Feinburgunder, Gamay blanc, Gelber Weissburgunder, Gentil blanc, Grosse Bourgogne, Klawner, Klevanjka Biela, Klevner, Lisant, Luisant, Luizannais, Luizant, Luzannois, Maconnais, Maurillon blanc, Melon blanc, Melon D'Arbois, Meroué,[5] Moreau blanc, Morillon blanc, Moulon, Noirien blanc, Obaideh, Petit Chatey, Petit Sainte-Marie, Petite Sainte Marie, Pineau blanc, Pino Sardone, Pino Shardone, Pinot Blanc à Cramant, Pinot Blanc Chardonnay, Pinot Chardonnay, Pinot de Bourgogne, Pinot Giallo, Pinot Planc, Plant de Tonnerre, Romere, Romeret, Rouci Bile, Rousseau, Roussot, Ruländer Weiß, Sainte Marie Petite, Sardone, Shardone, Shardonne, Später Weiß Burgunder, Weiß Burgunder (normally refers to Pinot blanc), Weiß Clevner, Weiß Edler, Weiß Elder, Weiß Klewner, Weiß Silber, Weißedler, Weißer Clevner, Weißer Rulander.",France,Naudin Père et Fils Meursault 2017,Chardonnay,France,White,Rich & Toasty
Chardonnay,"Arboisier, Arnaison blanc, Arnoison, Aubain, Aubaine, Auvergnat blanc, Auvernas, Auvernas blanc, Auvernat blanc, Auxeras, Auxerras blanc, Auxerrois blanc, Auxois, Auxois blanc, Bargeois blanc, Beaunois, Biela Klevanjika, Blanc de Champagne, Blanc de Cramant, Breisgauer Suessling, Breisgauer Sussling, Burgundi Feher, Chablis, Chardenai, Chardenay, Chardenet, Chardennet, Chardonay, Chardonnet, Chatenait, Chatey Petit, Chatte, Chaudenay, Chaudenet, Chaudent, Clävner, Clevner Weiss, Cravner, Epinette, Epinette blanc, Epinette blanche, Epinette de Champagne, Ericey blanc, Feher Chardonnay, Feherburgundi, Feinburgunder, Gamay blanc, Gelber Weissburgunder, Gentil blanc, Grosse Bourgogne, Klawner, Klevanjka Biela, Klevner, Lisant, Luisant, Luizannais, Luizant, Luzannois, Maconnais, Maurillon blanc, Melon blanc, Melon D'Arbois, Meroué,[5] Moreau blanc, Morillon blanc, Moulon, Noirien blanc, Obaideh, Petit Chatey, Petit Sainte-Marie, Petite Sainte Marie, Pineau blanc, Pino Sardone, Pino Shardone, Pinot Blanc à Cramant, Pinot Blanc Chardonnay, Pinot Chardonnay, Pinot de Bourgogne, Pinot Giallo, Pinot Planc, Plant de Tonnerre, Romere, Romeret, Rouci Bile, Rousseau, Roussot, Ruländer Weiß, Sainte Marie Petite, Sardone, Shardone, Shardonne, Später Weiß Burgunder, Weiß Burgunder (normally refers to Pinot blanc), Weiß Clevner, Weiß Edler, Weiß Elder, Weiß Klewner, Weiß Silber, Weißedler, Weißer Clevner, Weißer Rulander.",France,Louis Latour 'En Paradis' Pouilly-Vinzelles 2019/20,Chardonnay,France,White,Ripe & Rounded
Chardonnay,"Arboisier, Arnaison blanc, Arnoison, Aubain, Aubaine, Auvergnat blanc, Auvernas, Auvernas blanc, Auvernat blanc, Auxeras, Auxerras blanc, Auxerrois blanc, Auxois, Auxois blanc, Bargeois blanc, Beaunois, Biela Klevanjika, Blanc de Champagne, Blanc de Cramant, Breisgauer Suessling, Breisgauer Sussling, Burgundi Feher, Chablis, Chardenai, Chardenay, Chardenet, Chardennet, Chardonay, Chardonnet, Chatenait, Chatey Petit, Chatte, Chaudenay, Chaudenet, Chaudent, Clävner, Clevner Weiss, Cravner, Epinette, Epinette blanc, Epinette blanche, Epinette de Champagne, Ericey blanc, Feher Chardonnay, Feherburgundi, Feinburgunder, Gamay blanc, Gelber Weissburgunder, Gentil blanc, Grosse Bourgogne, Klawner, Klevanjka Biela, Klevner, Lisant, Luisant, Luizannais, Luizant, Luzannois, Maconnais, Maurillon blanc, Melon blanc, Melon D'Arbois, Meroué,[5] Moreau blanc, Morillon blanc, Moulon, Noirien blanc, Obaideh, Petit Chatey, Petit Sainte-Marie, Petite Sainte Marie, Pineau blanc, Pino Sardone, Pino Shardone, Pinot Blanc à Cramant, Pinot Blanc Chardonnay, Pinot Chardonnay, Pinot de Bourgogne, Pinot Giallo, Pinot Planc, Plant de Tonnerre, Romere, Romeret, Rouci Bile, Rousseau, Roussot, Ruländer Weiß, Sainte Marie Petite, Sardone, Shardone, Shardonne, Später Weiß Burgunder, Weiß Burgunder (normally refers to Pinot blanc), Weiß Clevner, Weiß Edler, Weiß Elder, Weiß Klewner, Weiß Silber, Weißedler, Weißer Clevner, Weißer Rulander.",France,Veuve Clicquot Brut Champagne 2012/15,Chardonnay,France,White,Rich & Toasty
Chardonnay,"Arboisier, Arnaison blanc, Arnoison, Aubain, Aubaine, Auvergnat blanc, Auvernas, Auvernas blanc, Auvernat blanc, Auxeras, Auxerras blanc, Auxerrois blanc, Auxois, Auxois blanc, Bargeois blanc, Beaunois, Biela Klevanjika, Blanc de Champagne, Blanc de Cramant, Breisgauer Suessling, Breisgauer Sussling, Burgundi Feher, Chablis, Chardenai, Chardenay, Chardenet, Chardennet, Chardonay, Chardonnet, Chatenait, Chatey Petit, Chatte, Chaudenay, Chaudenet, Chaudent, Clävner, Clevner Weiss, Cravner, Epinette, Epinette blanc, Epinette blanche, Epinette de Champagne, Ericey blanc, Feher Chardonnay, Feherburgundi, Feinburgunder, Gamay blanc, Gelber Weissburgunder, Gentil blanc, Grosse Bourgogne, Klawner, Klevanjka Biela, Klevner, Lisant, Luisant, Luizannais, Luizant, Luzannois, Maconnais, Maurillon blanc, Melon blanc, Melon D'Arbois, Meroué,[5] Moreau blanc, Morillon blanc, Moulon, Noirien blanc, Obaideh, Petit Chatey, Petit Sainte-Marie, Petite Sainte Marie, Pineau blanc, Pino Sardone, Pino Shardone, Pinot Blanc à Cramant, Pinot Blanc Chardonnay, Pinot Chardonnay, Pinot de Bourgogne, Pinot Giallo, Pinot Planc, Plant de Tonnerre, Romere, Romeret, Rouci Bile, Rousseau, Roussot, Ruländer Weiß, Sainte Marie Petite, Sardone, Shardone, Shardonne, Später Weiß Burgunder, Weiß Burgunder (normally refers to Pinot blanc), Weiß Clevner, Weiß Edler, Weiß Elder, Weiß Klewner, Weiß Silber, Weißedler, Weißer Clevner, Weißer Rulander.",France,Pol Roger Pure Extra Brut Champagne,Chardonnay,France,White,Crisp & Fruity
Chardonnay,"Arboisier, Arnaison blanc, Arnoison, Aubain, Aubaine, Auvergnat blanc, Auvernas, Auvernas blanc, Auvernat blanc, Auxeras, Auxerras blanc, Auxerrois blanc, Auxois, Auxois blanc, Bargeois blanc, Beaunois, Biela Klevanjika, Blanc de Champagne, Blanc de Cramant, Breisgauer Suessling, Breisgauer Sussling, Burgundi Feher, Chablis, Chardenai, Chardenay, Chardenet, Chardennet, Chardonay, Chardonnet, Chatenait, Chatey Petit, Chatte, Chaudenay, Chaudenet, Chaudent, Clävner, Clevner Weiss, Cravner, Epinette, Epinette blanc, Epinette blanche, Epinette de Champagne, Ericey blanc, Feher Chardonnay, Feherburgundi, Feinburgunder, Gamay blanc, Gelber Weissburgunder, Gentil blanc, Grosse Bourgogne, Klawner, Klevanjka Biela, Klevner, Lisant, Luisant, Luizannais, Luizant, Luzannois, Maconnais, Maurillon blanc, Melon blanc, Melon D'Arbois, Meroué,[5] Moreau blanc, Morillon blanc, Moulon, Noirien blanc, Obaideh, Petit Chatey, Petit Sainte-Marie, Petite Sainte Marie, Pineau blanc, Pino Sardone, Pino Shardone, Pinot Blanc à Cramant, Pinot Blanc Chardonnay, Pinot Chardonnay, Pinot de Bourgogne, Pinot Giallo, Pinot Planc, Plant de Tonnerre, Romere, Romeret, Rouci Bile, Rousseau, Roussot, Ruländer Weiß, Sainte Marie Petite, Sardone, Shardone, Shardonne, Später Weiß Burgunder, Weiß Burgunder (normally refers to Pinot blanc), Weiß Clevner, Weiß Edler, Weiß Elder, Weiß Klewner, Weiß Silber, Weißedler, Weißer Clevner, Weißer Rulander.",France,Ruinart Blanc de Blanc Champagne Half Bottle,Chardonnay,France,White,Rich & Toasty
Chardonnay,"Arboisier, Arnaison blanc, Arnoison, Aubain, Aubaine, Auvergnat blanc, Auvernas, Auvernas blanc, Auvernat blanc, Auxeras, Auxerras blanc, Auxerrois blanc, Auxois, Auxois blanc, Bargeois blanc, Beaunois, Biela Klevanjika, Blanc de Champagne, Blanc de Cramant, Breisgauer Suessling, Breisgauer Sussling, Burgundi Feher, Chablis, Chardenai, Chardenay, Chardenet, Chardennet, Chardonay, Chardonnet, Chatenait, Chatey Petit, Chatte, Chaudenay, Chaudenet, Chaudent, Clävner, Clevner Weiss, Cravner, Epinette, Epinette blanc, Epinette blanche, Epinette de Champagne, Ericey blanc, Feher Chardonnay, Feherburgundi, Feinburgunder, Gamay blanc, Gelber Weissburgunder, Gentil blanc, Grosse Bourgogne, Klawner, Klevanjka Biela, Klevner, Lisant, Luisant, Luizannais, Luizant, Luzannois, Maconnais, Maurillon blanc, Melon blanc, Melon D'Arbois, Meroué,[5] Moreau blanc, Morillon blanc, Moulon, Noirien blanc, Obaideh, Petit Chatey, Petit Sainte-Marie, Petite Sainte Marie, Pineau blanc, Pino Sardone, Pino Shardone, Pinot Blanc à Cramant, Pinot Blanc Chardonnay, Pinot Chardonnay, Pinot de Bourgogne, Pinot Giallo, Pinot Planc, Plant de Tonnerre, Romere, Romeret, Rouci Bile, Rousseau, Roussot, Ruländer Weiß, Sainte Marie Petite, Sardone, Shardone, Shardonne, Später Weiß Burgunder, Weiß Burgunder (normally refers to Pinot blanc), Weiß Clevner, Weiß Edler, Weiß Elder, Weiß Klewner, Weiß Silber, Weißedler, Weißer Clevner, Weißer Rulander.",France,Taittinger Comtes de Champagne 2005,Chardonnay,France,White,Rich & Toasty
Chardonnay,"Arboisier, Arnaison blanc, Arnoison, Aubain, Aubaine, Auvergnat blanc, Auvernas, Auvernas blanc, Auvernat blanc, Auxeras, Auxerras blanc, Auxerrois blanc, Auxois, Auxois blanc, Bargeois blanc, Beaunois, Biela Klevanjika, Blanc de Champagne, Blanc de Cramant, Breisgauer Suessling, Breisgauer Sussling, Burgundi Feher, Chablis, Chardenai, Chardenay, Chardenet, Chardennet, Chardonay, Chardonnet, Chatenait, Chatey Petit, Chatte, Chaudenay, Chaudenet, Chaudent, Clävner, Clevner Weiss, Cravner, Epinette, Epinette blanc, Epinette blanche, Epinette de Champagne, Ericey blanc, Feher Chardonnay, Feherburgundi, Feinburgunder, Gamay blanc, Gelber Weissburgunder, Gentil blanc, Grosse Bourgogne, Klawner, Klevanjka Biela, Klevner, Lisant, Luisant, Luizannais, Luizant, Luzannois, Maconnais, Maurillon blanc, Melon blanc, Melon D'Arbois, Meroué,[5] Moreau blanc, Morillon blanc, Moulon, Noirien blanc, Obaideh, Petit Chatey, Petit Sainte-Marie, Petite Sainte Marie, Pineau blanc, Pino Sardone, Pino Shardone, Pinot Blanc à Cramant, Pinot Blanc Chardonnay, Pinot Chardonnay, Pinot de Bourgogne, Pinot Giallo, Pinot Planc, Plant de Tonnerre, Romere, Romeret, Rouci Bile, Rousseau, Roussot, Ruländer Weiß, Sainte Marie Petite, Sardone, Shardone, Shardonne, Später Weiß Burgunder, Weiß Burgunder (normally refers to Pinot blanc), Weiß Clevner, Weiß Edler, Weiß Elder, Weiß Klewner, Weiß Silber, Weißedler, Weißer Clevner, Weißer Rulander.",France,"Duckhorn Vineyards Chardonnay 2019/21, Napa Valley",Chardonnay,USA,White,Rich & Toasty
